Count,Label,Sentence
1,a,Extensive pleural densities are present on the right which may represent localized fluid or pleural thickening
2,a,"FINDINGS COULD REPRESENT RESOLVING HISTOPLASMOSIS INFECTION, SARCOIDOSIS, OR MALIGNANCY XXXX AS LYMPHOMA OR PRIMARY LUNG CANCER"
1,a,"Findings are XXXX accentuated by low lung volumes and eventration of the anterior right hemidiaphragm, however, cardiomegaly or less XXXX, pericardial effusion is suspected"
1,a,Findings are concerning for possible left rib fractures
1,a,"Findings are nonspecific, but may represent subsegmental atelectasis versus mild interstitial edema or an atypical infectious process"
1,a,Findings concerning for interstitial edema or infection
1,a,Findings could be related to hilar lymph XXXX or enlarged pulmonary arteries
1,a,Findings may be secondary to pulmonary edema
1,a,Findings may reflect atelectasis andor mild fibrotic change
1,a,Findings may reflect focal airspace disease or adenopathy
1,a,Findings most suggestive of infectious or reactive small airways disease
1,a,Findings suggestive of emphysema
1,a,"Focal convexity of the left inferior posterior mediastinum, may reflect focal aneurysm of the descending thoracic aorta"
1,a,Focal opacity in the left upper lobe XXXX represents scarring or related to overlying rib opacity
1,a,"Fracture is possible, if high energy XXXX was localized to this region"
1,a,Haziness in the right lung apex and questionable right middle lobe pulmonary nodule
1,a,Heart is towards upper limits normal for size and may be mild pulmonary vascular congestion
1,a,"Heart size mildly enlarged, stable mediastinal and hilar contours, mediastinal calcifications suggest a previous granulomatous process"
1,a,"Heart size within normal limits, stable mediastinal and hilar contours, coronary artery stent artifact, XXXX XXXX and clips suggest CABG"
1,a,"Heart size within normal limits, stable mediastinal and hilar contours, mediastinal calcifications suggest a previous granulomatous process"
1,a,"Heart size within normal limits, stable mediastinal contours, mediastinal surgical clips, mediastinal and right hilar calcifications suggest a previous granulomatous process"
1,a,Hilar calcifications suggest a previous granulomatous process
1,a,"However, the setting of XXXX, upper mediastinal hematoma not excluded"
1,a,"However, there is a 1.7 cm nodular opacity within the right hilum, which may represent partially calcified granuloma or lymphadenopathy"
1,a,Hyperexpanded lungs suggesting emphysema
1,a,Hyperexpanded lungs suggesting obstructive lung disease
1,a,Hyperexpanded lungs with flattened diaphragms and increased retrosternal clear space suggestive of emphysema
1,a,Hyperexpanded lungs with flattened hemidiaphragm suggesting COPD
1,a,"Hyperexpanded lungs, suggesting chronic obstructive pulmonary disease"
2,a,"Hyperexpanded lungs, suggestive of emphysema"
1,a,"Hyperexpanded lungs, suggestive of obstructive lung disease"
1,a,Hyperexpansion of the lungs with hyperlucency and flattening of hemidiaphragms suggestive of chronic emphysematous lung disease
1,a,Hyperinflated lungs with XXXX left perihilar and bibasilar opacities which may be compatible with subsegmental atelectasis or scarring
6,a,"Hyperinflated lungs, air trapping versus inspiratory XXXX"
1,a,"Hyperlucent lungs, XXXX related to cachexia and probable pectus excavatum deformity"
1,a,Hypoinflation with elevated left hemidiaphragm and possible left basilar infiltrate versus atelectasis
2,a,IMPRESSION: Hypoinflation with elevated left hemidiaphragm and possible left basilar infiltrate versus atelectasis
1,a,"Ill-defined 2.5 cm x 1.9 cm irregular density in the left lower lung, XXXX lower lobe"
1,a,"Ill-defined XXXX right upper lung opacities, possibly related to superimposed rib lesions versus developing pulmonary nodules"
1,a,Ill-defined oblong opacity in the lateral right base
1,a,Ill-defined opacity in the lingula
1,a,Ill-defined opacity is again noted in the region of the lingula
1,a,Ill-defined opacity projecting over midthoracic spine on lateral view corresponding with residual massnodularity seen XXXX scan from XXXX
1,a,"Ill-defined opacity projects in right suprahilar region on PA view,, which XXXX corresponds with anterior chest wall mass seen on XXXX scan from XXXX, XXXX"
1,a,"Improved lung volumes, XXXX left base opacities most suggestive of scarring"
1,a,"In addition, focal lentiform hyperdensity along the XXXX aspect of the sternum may represent callus formation"
1,a,In the appropriate clinical setting this appearance is compatible with pneumonia
1,a,"In the appropriate clinical setting, this is compatible with infectionpneumonia and followup radiography is recommended following treatment to document resolution"
1,a,In the lateral right base is identified an ill-defined somewhat oblong opacity
1,a,"In the left lower lobe on the lateral view, there appears to be some patchy airspace disease which is probably mostly atelectasis from an elevated left diaphragm"
1,a,In view of the history findings are strongly suggestive of XXXX acute pneumonia with right-sided pleural effusion
1,a,"Increased interstitial lung markings are seen, possibly due to volume overload"
1,a,"Increased interstitial markings in the lower lungs, edema versus chronic interstitial changes"
1,a,Increased interstitial prominence may reflect underlying pulmonary edema possibly secondary to infectious etiology
1,a,Increased kyphosis is seen in the may be a thoracic XXXX deformity that is not well-characterized
1,a,Increased opacity in the right upper lobe with XXXX associated atelectasis may represent focal consolidation or mass lesion with atelectasis
1,a,Increased retrosternal clear space suggesting chronic obstructive pulmonary disease
1,a,Increasing prominence of the superior mediastinum may be secondary to enlarging thyroid mass
1,a,"Increasing upper mediastinal mass, probably a goiter"
1,a,"Indeterminate 1.4 cm opacity seen only on lateral view is of unknown clinical significance, and may be located in or on the patient"
1,a,"Indistinct vascular margination which may be secondary to bronchovascular crowding however differential diagnosis includes mild pulmonary edema, atypical infection, inflammation"
1,a,Infiltrate is XXXX less XXXX but not entirely excluded
1,a,Interface at the left hemidiaphragm may represent artifact however further evaluation with right lateral decubitus films would better evaluate
1,a,"Interstitial and alveolar opacities most confluent in the left perihilar lung may be compatible with infection, differential diagnosis includes atypical pulmonary edema, inflammation"
1,a,Interstitial markings are diffusely prominent throughout both lungs
1,a,"Interval development of mild patchy airspace opacities within the posterior aspect of the right upper lobe, concerning for underlying pneumonia"
1,a,"Interval enlargement of right middle lobe mass, highly suspicious for malignancy"
2,a,"Interval increased bilateral interstitial opacities, with probable left lower lobe infiltrate"
1,a,"Irregular calcific density projecting over the left lower lobe, stable since XXXX and may represent mitral annular calcifications"
1,a,It is difficult to differentiate acute from chronic change
1,a,"It may be artifactual, but another mass on the left cannot be excluded"
1,a,It may be secondary to overlapping structures
1,a,It would be difficult to completely exclude a superimposed pneumonia
1,a,"Kyphotic degenerated thoracic spine with osteopenia multilevel XXXX deformities, poorly defined due to the extensive osteopenia"
1,a,Large bilateral pulmonary arteries suggestive of pulmonary arterial hypertension
1,a,Large medial right upper lobe mass highly concerning for primary lung cancer
1,a,Large nodule at the right lung base that probably represents a granuloma although not it is not densely calcified
1,a,Lateral image is degraded by motion but there suggestion of minimal bibasilar airspace diseaseatelectasis
1,a,Lateral view curvilinear densities over the heart suggestive of coronary artery stents
1,a,Lateral view somewhat limited however small bilateral pleural effusions suspected
1,a,Left base could be atelectasis or pneumonia
1,a,Left base opacity may represent early infection or atelectasis
1,a,Left basilar airspace opacity atelectasis versus pneumonitis
1,a,"Left basilar atelectasis andor infiltrate, with no radiographic evidence of tuberculosis"
1,a,Left basilar opacity XXXX represents atelectasisscarring with associated elevated hemidiaphragm
1,a,Left basilar opacity compatible pleural effusion and atelectasis
1,a,"Left basilar patchy opacities, which may represent atelectasis or infection"
1,a,Left basilar subsegmental atelectasis versus scar noted
1,a,Left chest wall changes suggest prior thoracotomy
1,a,Left costophrenic opacity may represent pleural or pericardial fat
1,a,"Left greater than right basilar opacity, probable atelectasis andor scarring"
1,a,"Left hemidiaphragm is slightly elevated, possibly from splinting"
1,a,Left hilar calcifications and dense left lower lobe nodules suggest a previous granulomatous process
2,a,"Left humeral head is positioned anterior and inferior to the glenoid, concerning for anterior shoulder subluxation"
1,a,Left lower lobe airspace disease suspicious for pneumonia
1,a,Left lower lobe atelectasis or pneumonia with small pleural effusion
1,a,Left lower lobe pneumonia and minimal scarring or subsegmental atelectasis in the right lung base
1,a,Left lung base atelectasisairspace disease
1,a,"Left mid lung opacity noted, most compatible with atelectasis versus infiltrate"
1,a,Left midlung opacity may be secondary to acute infectious process or developing mass lesion
1,a,"Left midlung opacity, not well seen on prior exam, may represent focus of airspace disease"
1,a,Left midlung subsegmental atelectasis versus scar
1,a,"Left midlung, and left basilar streaky opacity may represent atelectasis"
1,a,"Left perihilar nodular opacity redemonstrated, appears dense, may be granulomatous, if desired one may consider CT for further characterization"
1,a,Left retrocardiac airspace disease could reflect atelectasis and possible scarring
1,a,Left retrocardiac airspace disease with blunted posterior costophrenic XXXX on lateral view suggesting small pleural effusion
1,a,"Left upper lobe atelectasis  infiltrate in the left perihilar region, unchanged"
1,a,Left upper lobe nodular opacity (anterior first rib interspace) may be exaggerated by overlapping bone silhouettes
1,a,"Left upper lobe opacities, cannot exclude mass lesions"
1,a,Left upper quadrant peripherally calcified focus 3.8 XXXX XXXX splenic and origin and may represent benign cyst but is not XXXX to be further localized or characterized on XXXX film
1,a,Left-sided small pleural effusion versus extrapleural fat or scarring
1,a,Lingular airspace disease which in the setting of XXXX is concerning for pneumonia
1,a,Lingular subsegmental atelectasis or scarring
1,a,"Lobulated anterior mediastinal opacity on the lateral view, possibly consistent with a tortuousectatic thoracic aorta versus an anterior mediastinal mass"
1,a,Low lung volumes and left basilar bandlike opacities suggestive of scarring or atelectasis
1,a,"Low lung volumes with bronchovascular crowding, bibasilar opacities XXXX due at XXXX in part to atelectasis, infiltrates, pulmonary edema difficult to entirely exclude"
1,a,"Low lung volumes with mild, XXXX left basilar opacity, atelectasis versus infiltrate"
1,a,Low lung volumes with minimal left basilar atelectasis versus scarring
1,a,Low lung volumes with patchy bilateral scarring versus atelectasis
1,a,Low lung volumes with probable mild bibasilar airspace diseaseatelectasis
1,a,"Low lung volumes with streaky bibasilar opacities, XXXX subsegmental atelectasis over infiltrate"
1,a,"Lungs appear slightly hyperinflated, suggestive of emphysema"
1,a,Lungs are hyperinflated suggesting underlying emphysema
1,a,Lungs are mildly hypoinflated with blunted costophrenic XXXX suggesting small bilateral pleural effusions
1,a,Lungs are mildly hypoinflated with minimal streaky atelectasis or scar in the lung bases
1,a,Lungs demonstrate increased interstitial markings probably COPD
1,a,Lungs demonstrate left lower lobe of he states he may be atelectasis or pneumonia
1,a,Lungs demonstrate there is right lower lobe airspace disease and small effusion suspicious for pneumonia
1,a,Malignancy cannot be confidently excluded on the available images
1,a,"Marked bronchovascular crowding, indistinct vascular margination may be secondary to crowding, mild pulmonary edema, interstitial infiltrates difficult to exclude"
1,a,May be due to mediastinal fat
1,a,May be granulomas or bone islands
1,a,May contain calcium although this cannot be stated with certainty
1,a,May represent increased atelectasis or scarring
1,a,May represent pneumonia
1,a,May represent vascular shadows exaggerated by supine and very lordotic imaging technique
1,a,"Maybe due to pulmonary fibrosis, scarring andor atelectasis"
1,a,Maybe due to technical factors
1,a,Maybe secondary to prominent mediastinal fat or tortuous XXXX
1,a,Mediastinal and left hilar calcifications suggest a previous granulomatous process
1,a,Mediastinal calcification and dense right upper lung nodule suggest a previous granulomatous process
1,a,Mediastinal calcifications and dense nodule in the left suprahilar lung suggest a previous granulomatous process
1,a,Mediastinal calcifications and dense nodule in the lingula suggest a previous granulomatous process
1,a,Metastatic disease cannot be excluded
1,a,Metastatic disease is possible
1,a,"Metastatic disease is possible, however given the nonsclerotic appearance, is not XXXX"
1,a,Midline retrocardiac opacity suggestive of a small hiatal hernia
1,a,Mild XXXX XXXX opacities compatible with residual atelectasisscarring
1,a,Mild XXXX left upper lobe atelectasis or scarring
1,a,"Mild bibasilar airspace disease, probably atelectasis"
1,a,"Mild bibasilar atelectasis andor infiltrates with probable small bilateral pleural effusions, on the right greater than left, and pleural thickening versus loculated pleural fluid along the peripheral aspect of the right upper lobe"
1,a,Mild bilateral costophrenic XXXX blunting XXXX due to small bilateral pleural effusions versus due to the degree of lung hyperinflation
1,a,Mild blunted right costophrenic XXXX which could be due to XXXX effusion or scarring
2,a,"Mild blunting left costophrenic recess, possibly mild atelectasis or scarring"
1,a,"Mild blunting of the posterior sulcus, which could represent a small effusion"
1,a,"Mild cardiomegaly with interstitial prominence, could represent mild interstitial edema, atypical infection, or chronic interstitial changes"
1,a,Mild convexity of right mediastinal contour XXXX superimposed vasculature aortic tortuosity
1,a,Mild costophrenic XXXX blunting suggesting XXXX bilateral pleural effusions andor thickening
1,a,"Mild dextro curvature of the lower thoracic spine, this may be positional"
1,a,"Mild dextro curvature of the thoracic spine, possibly positional"
1,a,Mild heart failure versus volume overload
1,a,"Mild hyperinflation, air trapping versus inspiratory XXXX"
1,a,"Mild interstitial prominence, XXXX chronic though could reflect early pulmonary edema"
1,a,"Mild left costophrenic XXXX blunting XXXX XXXX basilar pleural effusion, increased left suprahilar opacity, differential diagnosis includes increased volume loss, apical pleural fluid, tumor progression"
1,a,"Mild nonspecific prominence of mediastinum, consider repeat CXR XXXX if any concern for vascular process"
1,a,Mild right basilar airspace consolidation may represent atelectasis versus infiltrate
1,a,"Mild right basilar airspace disease, atelectasis versus contusion"
1,a,"Mild streakiness, subsegmental atelectasis versus early infiltrate right lower lobe"
1,a,"Mild streaky opacity lateral right lung, atelectasis versus scarring"
1,a,Mildly enlarged cardiac silhouette; cardiomegaly versus pericardial effusion
1,a,"Mildly hyperexpanded lungs, suggestive of emphysema"
1,a,"Mildly hyperexpanded lungs, suggestive of obstructive lung disease"
1,a,"Mildly hyperinflated lungs, air trapping versus inspiratory XXXX"
1,a,"Mildly improved XXXX XXXX opacities, which may represent atelectasis, infiltrate andor pleural effusions"
1,a,Mildly low lung volumes with XXXX atelectasis or scarring in the lung bases
1,a,Mildly prominent ascending aorta with calcification of aortic XXXX question hypertension
1,a,"Mildly prominent interstitial markings, which could represent interstitial edema"
1,a,Minimal XXXX atelectasis in the right midlung zone versus pleural scarring in the right XXXX fissure
1,a,Minimal XXXX atelectasis or scarring in the left lower lobe
1,a,Minimal XXXX left base atelectasisinfiltrate
1,a,Minimal XXXX left basilar scarringatelectasis
1,a,"Minimal XXXX patchy airspace disease within the lingula, may reflect atelectasis or infiltrate"
1,a,Minimal atelectasis versus scarring seen in the left lung base
1,a,Minimal bibasal subsegmental atelectasisscar
1,a,Minimal bibasilar atelectasisairspace disease
1,a,Minimal bibasilar opacities which may reflect atelectasis or infiltrate
1,a,"Minimal blunting of the lateral sulci bilaterally XXXX reflects pleural thickening or scarring, no dependent pleural fluid posteriorly"
1,a,"Minimal blunting of the posterior right costophrenic XXXX, consistent with a small pleural effusion andor pleural scarring"
1,a,Minimal left basilar atelectasis or scar
1,a,Minimal left basilar atelectasis versus infiltrate
1,a,Minimal left basilar opacity most XXXX representing atelectasis or chronic scarring
1,a,Minimal left basilar subsegmental atelectasis or scarring
2,a,Minimal left costophrenic XXXX airspace disease andor pleural effusion
1,a,Minimal opacity at the lateral costophrenic XXXX may be due to degree of lung inflation versus minimal pleural-parenchymal scarring or XXXX atelectasis
1,a,"Minimal patchy bibasilar airspace opacities, XXXX atelectasis or evolving pneumonia"
1,a,"Minimal patchy bibasilar opacities, XXXX evolving pneumonia or atelectasis 2"
1,a,Minimal patchy infiltrateatelectasis in medial right base and lingular scarring or subsegmental atelectasis
1,a,Minimal patchy left basilar atelectasis or infiltrate
1,a,Minimal perihilar opacity which could indicate an atypical pneumonia
1,a,Minimal residual opacities remain which may represent small areas of scarring
1,a,Minimally displaced right lateral 8th rib fracture probable nondisplaced right lateral 7th rib fracture
1,a,"Moderate left basilar lung consolidation with mild right basilar opacities, which may represent infection andor atelectasis"
